Generation,Generation Offspring,Homosexual Offspring,Random Event Offspring (Homosexual Parent) [IVF/Surrogacy/Bi-Sexual],Alive Homosexuals,Homosexuals %,Alive Population,Total Population (Alive + Dead)
513,1042,3,0,203,0.073070471610502,73563,277814
514,1022,3,0,206,0.07387325357890812,73767,278856
515,1097,4,0,205,0.07324620013005667,74001,279878
516,1026,1,0,206,0.07331613132841,74213,280975
517,1249,6,0,206,0.0730493863496938,74400,282001
518,1183,5,0,210,0.07413945278022947,74803,283250
519,1294,6,0,211,0.07418267219345154,75118,284433
520,1233,2,0,216,0.07559663594970024,75528,285727
521,1106,2,0,218,0.07596877613604684,75877,286960
522,1201,3,0,215,0.07463567376920566,76058,288066
523,1039,5,0,218,0.07536290001970497,76401,289267
524,1054,5,0,220,0.07578210577804109,76620,290306
525,1126,4,0,218,0.07482152663371773,76747,291360
526,1221,1,0,218,0.07453348194443495,76928,292486
527,1162,2,0,216,0.07354268029022121,77290,293707
528,1244,4,0,212,0.07189633362611872,77512,294869
529,1185,2,0,210,0.07091887218730687,77850,296113
530,1361,4,0,210,0.07063619667808058,78121,297298
531,1265,6,0,212,0.07098396499017273,78596,298659
532,1294,2,0,213,0.07101799122444352,78911,299924
533,1072,3,0,214,0.07104489107556654,79277,301218
534,1116,0,0,214,0.07079294716993616,79439,302290
535,1238,2,0,212,0.06987337099464085,79596,303406
536,1098,7,0,210,0.06893291842281483,79923,304644
537,1206,1,0,213,0.06966658162764684,80050,305742
538,1201,2,0,214,0.06971864941292988,80253,306948
